faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
1,5.0,317,0.75072,3645.0,4505.8,8.8662,26.913,42.174,2710.1,74.968,120.39,0.32577,80.428,49.828,2639.8,25.214,51.123,3104.9,22.727,68.255,277.49,342.51,94.673,77.882,32.533,8.8829,26.213,6.9726,19.069,1.7164,33.193,13.743,23.838,1.3092,18.303,2.3668,4.8642,2.3061,0.030444,0.81347,0.11246,53.522,43.631,63.25,53.883,73.84,58.638,22.709,38.852,37.594,49.133,61.291,41.425,18.516
1,5.0,341,0.78533,3682.2,4479.2,8.7095,26.974,42.449,2710.6,74.599,120.43,0.31931,80.318,50.331,2639.7,25.672,51.246,3107.8,21.891,67.622,259.66,340.86,94.658,77.446,31.801,8.9101,26.435,6.745,18.713,1.7337,32.702,13.654,24.286,1.2363,18.882,2.3197,4.8185,2.2683,0.034405,0.8405,0.10485,53.453,43.824,62.405,53.412,77.466,59.082,22.278,37.897,39.073,49.418,56.899,41.437,20.553
1,5.0,342,0.78652,3636.7,4488.3,8.7431,26.765,42.257,2708.5,75.486,120.43,0.31894,80.095,49.41,2636.5,26.077,49.185,3107.7,23.612,67.588,260.2,340.74,94.579,77.351,31.801,8.9101,26.435,6.745,18.713,1.7337,32.702,13.654,24.286,1.2363,18.882,2.3197,4.8185,2.2683,0.034405,0.8405,0.10485,53.453,43.824,63.187,53.303,77.35,58.918,21.612,37.942,36.363,44.647,56.598,41.949,16.483
1,5.0,377,0.78353,3636.1,4492.3,8.8277,27.024,42.187,2702.4,74.448,120.41,0.32097,80.477,48.598,2631.6,24.037,50.739,3100.8,22.427,67.982,265.43,340.57,94.613,77.429,31.764,8.7541,26.704,6.7316,18.834,1.731,32.732,13.897,23.811,1.2302,18.152,2.3269,4.8718,2.2725,0.01542,0.85822,0.11608,52.964,43.809,62.627,52.651,76.965,58.826,22.088,37.88,33.974,48.245,59.391,40.965,19.269
1,6.0,3,0.25096,3667.0,4481.4,9.3008,26.742,42.349,2706.5,76.107,120.41,0.33515,80.271,50.944,2635.7,25.094,52.616,3104.8,22.515,65.719,229.92,341.09,94.597,77.529,32.311,8.8254,26.164,6.8559,19.072,1.6622,32.822,13.719,23.807,1.2816,18.509,2.2754,4.8548,2.405,0.017866,0.8357,0.098577,53.724,43.828,63.001,54.313,24.608,60.264,22.032,40.303,40.878,52.589,47.485,42.107,19.123
1,6.0,64,0.9462,3709.2,4460.0,8.4431,27.039,41.776,2773.1,78.75,120.41,0.26897,78.147,50.679,2699.5,26.128,48.861,3185.6,23.401,66.152,273.45,327.51,94.819,75.413,29.212,8.7995,28.987,7.1446,19.089,1.5726,28.633,13.676,29.488,1.0048,18.844,2.132,4.3331,2.0037,0.011327,0.9532,0.097432,53.673,43.322,63.606,54.593,93.108,53.792,20.275,32.653,40.097,43.899,57.164,40.425,18.036
1,6.0,149,0.64966,3701.1,4598.9,8.5952,26.627,41.968,2727.2,76.676,120.36,0.29829,79.138,50.644,2657.3,24.628,48.322,3121.2,23.478,69.234,309.18,341.84,94.898,76.523,31.605,8.8783,27.236,6.8733,18.607,1.6328,32.84,13.849,25.726,1.291,17.357,2.2714,4.6474,2.227,0.0064491,0.71776,0.086085,53.104,44.442,63.782,55.38,63.942,53.765,23.189,35.186,39.996,42.651,69.819,40.313,16.948
1,6.0,181,0.90171,3667.2,4358.2,8.8197,26.832,42.309,2668.2,74.308,120.42,0.34599,81.52,49.356,2594.5,25.435,48.929,3076.9,23.359,69.364,295.0,331.08,94.681,77.938,31.764,9.1111,25.175,7.0797,19.898,1.746,32.184,14.01,22.989,1.2117,19.828,2.3667,4.9924,2.3143,0.038651,0.88394,0.10482,54.458,43.745,62.659,51.936,88.929,56.31,19.108,42.825,36.204,44.055,68.595,40.749,17.181
1,6.0,196,0.82178,3694.9,4346.7,9.0202,27.292,42.628,2700.7,72.844,120.41,0.33234,80.759,48.011,2629.8,24.941,49.936,3097.8,22.762,70.013,318.38,344.11,94.15,77.792,32.728,8.8912,25.659,6.9778,18.793,1.7007,33.548,13.831,23.287,1.3005,18.683,2.3614,4.9483,2.3297,0.007264,0.80212,0.10303,54.1,42.928,63.586,52.185,80.854,61.227,22.635,38.921,32.247,46.385,75.421,41.872,18.401
1,6.0,206,0.76155,3670.3,4541.7,9.0566,27.274,42.72,2727.6,74.816,120.4,0.31405,79.894,49.135,2658.9,24.832,49.307,3117.8,22.872,69.654,317.67,350.22,93.968,77.672,32.885,8.6689,26.418,6.6844,18.145,1.6802,34.108,13.63,24.307,1.193,17.929,2.2759,4.9158,2.1801,0.027713,0.74987,0.081863,54.181,44.152,64.187,53.67,75.275,58.948,24.473,35.882,35.556,44.93,73.592,42.612,18.048
