PC1,PC2,Fault
-0.7079417203910953,1.0882789722188047,10
-0.1253526337605101,1.0377360128216953,17
-0.38894389259541196,0.6156942527398847,9
-2.2884425646570055,0.16494752628155035,8
14.647028110655256,15.094189380167382,18
12.707985558713341,-8.554813626228782,6
-0.506144243318876,0.2085311009728229,14
-1.0747467415888672,-0.5039620440605947,20
-0.8757089971636156,0.5333330654310312,20
-2.3200722100502573,2.971003084538292,2
-1.6549830569172173,0.9690327923100049,2
-1.5984219370637804,-0.32650613167435066,4
0.05575040593189687,1.863970794108423,10
-0.5208687465205623,0.5151647805843063,3
-1.2330437953413724,0.6879850095121922,7
-1.3311189992833585,-0.9888516529446943,19
-2.667466574581953,2.810268749809116,2
-1.6889357522937756,-0.5495802884190994,11
-0.45456340106798343,0.6928592699395658,13
-3.00505362481019,2.820009776708691,2
-0.4738776937557293,0.29739832398029675,17
-1.3165825707675132,-0.41140610769734737,19
-0.9059155646424785,0.13581790443552394,9
-0.8982650895189012,-0.3776871293781339,1
-0.9273204372709131,0.07641992226087126,20
-0.8020374483920505,-0.6179197260450668,17
-1.5209215115551045,0.3137796559072343,3
-0.5806680691063741,0.8586677433203289,16
-0.18571617255630052,0.9441961072756337,7
-0.5985343695854864,-0.36461801352646095,3
-0.8759110940690804,-0.2509218837074358,9
-1.0848862385991092,-0.1252023203333583,14
0.0057072472621764415,0.8966589367871834,16
-1.6078583077191921,-0.45227665074876783,5
-0.31602636627100333,1.0373112642496634,5
-1.8943172457295467,-1.3641686878338564,20
-0.8351802233999177,0.7201999471095323,5
0.8296974714281865,0.9376409835569679,1
-0.6910957724669238,0.06594254386117873,9
-0.6795991008260405,0.33996169118472946,10
-1.286795282043311,-0.3627994163054778,5
-3.6656610633893467,-1.1752543572143213,5
-1.2256417721751034,-1.9889512087463508,18
-2.1827668414988337,-1.0194630549916839,18
-0.7277471348666826,-0.16812722537041805,6
-1.03352692676658,0.0265272790141722,19
-0.12373796644927783,1.4563126820144812,14
2.466294316738769,-3.441346538417793,13
-0.5999124528261834,-0.7927141479224041,11
12.58453694031487,-10.058836974553454,6
-0.6952713822932886,-0.6243743727586745,10
-0.614382509368836,0.043084760623901736,9
15.945038571763261,-8.826438391818954,6
-0.20268702569586108,-0.8810649055969996,12
-2.160167781924559,-0.647789231605517,8
-1.5760734897872826,1.0559551321708593,12
-0.4902968945844938,0.6874741698259321,16
-2.472163328982983,3.9427251772675898,2
-0.8049411438499068,0.13174081121170794,15
-1.0677246676677083,-0.8001541067919686,15
-0.6455826437823262,-0.6984981281731298,12
-1.8748319160461389,-0.6345411161977692,3
-0.6512580993126561,-0.4869313847264436,12
0.4442421433852707,1.8664178930724864,5
-0.6764579165154546,0.23024396021453128,14
-1.187991614862004,-0.8895212478417514,11
-1.4868335456000115,0.11108208010757341,19
-0.7479437138140892,0.5238039450769579,11
1.3336806538100128,1.685603858219632,7
0.22478066469560873,0.7237883858312816,7
-0.8405291317998749,0.45318938868234343,4
12.674219576248124,-8.829980537730037,6
-1.3991331753895169,-0.917627748901656,10
-1.4630658024494556,-1.87780659918091,8
-1.3730053478254527,0.0016632368074441441,3
-0.4294513046282757,-0.1301553251193573,19
-1.1142449519508346,-0.784299612925993,1
-0.6423921030809283,0.3666516081759524,16
1.3255528081232582,1.4255350061084835,8
-0.7840472137970259,-0.3977561335470847,14
-0.781360937236414,-0.42391515204610447,3
-0.31799614865467224,-0.24586374121918966,1
-2.377413724428465,-3.0153102057046937,1
-0.5700629377729323,0.6732283518946265,8
12.657606859419557,14.351412936144333,18
6.048822273933303,-3.093663443633884,6
-0.8125890150730849,0.9047266535776758,11
-1.1383783799321956,0.9635340172159446,7
13.072095014655451,15.642047677080344,12
14.105407573105525,-7.862553308658778,6
0.4126968909685442,3.0447476688615787,8
-1.6420153337786256,-1.1897611244076136,1
-2.3929457333742095,2.253084466478856,2
-0.42174386526086305,0.3080981035675547,4
2.377971114074375,-4.213654007560705,1
-1.2400766096014757,-0.1345563899426342,17
-0.7789013276971924,-0.21326168149425162,17
-2.381110217215937,-2.4509609834694577,1
-0.5504190420177745,0.36653208314701513,8
-4.9887992032568285,1.3950133700281713,8
1.8777232281795648,2.176036042565708,12
4.717123330854947,4.66997631203742,7
-0.6779047282209006,1.0085306226435906,11
-0.5836875376976438,0.1736964547346281,4
0.27288118635908715,1.2941500085477153,17
0.4575369215956889,-1.080137017665336,6
-2.551133851762405,2.7066689261828167,2
-3.5121427507827225,1.5136812047457864,2
-1.6699159154028207,-1.0222829789790855,10
-1.119275232069445,-1.5176961863490988,1
-0.7651536035527606,-0.2926438634681919,4
-0.344358951082812,0.9146017697459108,4
-1.2680982718332157,-0.27594673707253764,16
-1.3559302890741092,-1.253140242248632,7
-0.20640961680626618,1.0031140908732035,5
0.022046655376641026,0.7059430600522527,9
-0.5924901122766323,-0.10591773140905651,11
-2.555248907143246,3.1237939812304156,2
2.3574619613323144,0.3052875655944356,18
-5.38417898565599,-0.7015306530922656,8
-1.1985107153974626,0.3309617177786047,17
-1.510711805698019,-1.076686205131914,14
4.809268671106498,5.997677220290491,7
-0.8876534941586954,0.35023317445314145,9
-0.656919898305188,-0.2590861208264041,8
0.08327846069438427,0.9845564113188853,17
-0.7521289984082979,0.19670108615431048,3
0.2791886524668133,1.572118136296966,12
2.6077111577861496,1.7336160132784104,13
8.604449697793244,5.660749569020222,18
-1.407335384973421,-0.042995419246420974,9
0.4556405481941341,1.5654011805293784,12
-0.9861660357850169,0.10042028786210212,11
12.737689839482202,-9.480572188146452,6
-0.27953303310105787,0.8913930850786389,15
-0.4828854488594568,0.08127360431258657,14
-0.5234414300200396,-0.16805888604365654,9
-0.018039006632954237,0.6817192665978985,20
-0.8209268416433575,0.03604463644931351,3
-0.3683700942179771,0.9303831544260605,14
1.5207345488148072,2.2031308807687844,8
-1.5210794881127,0.24963367713756163,9
-0.019745710094951616,0.4183812644484759,7
-0.6536428074347868,1.2415217171202642,12
-1.2990172940035123,0.23262474667491487,20
-0.325952220136428,0.7319968143043114,5
-0.24149204680502695,0.6790370865329042,4
-0.44410568485353974,1.2393656302019873,12
-0.8835387562858913,-0.10482358377503719,20
-1.2444004883461126,-0.5378253681535345,5
-0.8307765129658301,-0.16735560266482122,11
-2.0094714594533314,-2.0505041206079944,12
-3.586274183381178,-2.330252392279538,7
4.5813370051322435,-4.51088926742511,13
-0.9381771696465229,0.4060611179278662,19
-1.1088288786493914,-0.43674066252476457,17
-0.39588803479354023,0.7337396694856759,11
0.6109890183201878,0.9229586187938856,7
-0.3856235510590585,0.17414700343156805,17
-0.8780726556451414,-0.3634771425175042,15
-0.6288370868696589,0.44462780434637195,14
-0.5672634992013739,0.09567409879978996,18
-1.4994050479518692,0.4036047327199297,3
-2.4168449203914997,3.3013297854338592,2
-0.4416241010105687,0.2957290071552237,19
-0.42609182646435256,0.057772712907096714,3
-4.3196942715735975,-5.7468267669380175,7
-0.7811168468345917,0.47845313226375985,15
-0.13177325485904295,1.1950391397372397,5
-1.0927407140380778,0.6861642422979458,12
-4.096296388587302,-2.455921036260027,5
-2.3719117135962735,-2.7518189524341445,8
-2.6466065329462727,2.824432485404345,2
-0.7823159315608079,0.43549178691020135,16
-0.26553322537973156,1.2747605674250628,16
-1.3492751229346522,-0.03395997559326293,16
-1.500888280802895,-0.5350384390663144,20
-0.6263518447627665,0.5924716369575633,19
14.217110916927682,-8.922986367086235,6
-0.5015689601481551,0.24435174423635703,7
-0.6557441480892106,0.4589009893588086,4
-0.38812477272122786,0.5711605049677461,10
1.4763655161562874,-8.207414795992579,13
0.28172318955282466,1.2573352859905291,3
-0.8865310069124105,-0.24165202243479486,11
-0.602613557282395,-0.06392293008554856,2
14.538163577607014,-8.380396017679018,6
-0.9628971789132124,-0.6597579724728532,14
-1.3062425751398206,0.43379315764197157,15
-0.3875352043441723,0.40255116964723264,7
-1.5351136679126343,-0.3078496262961438,9
-3.246678086052678,1.9201068994668715,8
-0.9705003020902342,-0.2370314238959219,20
-1.082648197079302,1.3153923647382144,13
-6.165763344533414,0.4966533107013879,8
0.33776105623750297,1.3827492112215163,14
-2.8514000812671543,3.3849733770050325,2
-9.466352489956275,-12.851287163586584,18
-0.7688177281233959,-0.5563204242645019,4
-0.31179728057297107,2.1759501832768873,5
-1.0935896209390361,-0.5799066729370208,13
-1.4890814698316495,1.8410720812908352,13
-4.604293704628135,-5.654600606751294,18
0.6309265017536049,1.422243483307461,14
-0.7650739260885315,0.20980097836645645,16
-3.9634724729137454,-4.118531469160841,7
-0.8775169272924831,-0.18605687106795682,9
-0.8453977167069058,0.013352649686259575,19
-1.211304611858579,0.36461602747939775,16
13.242367343025759,-8.875479563664102,6
1.3876866726436552,3.7431511252124667,8
-1.0376356792324088,0.41969078853650493,16
-1.264261291189737,0.526366785020939,20
-1.2674046617815304,-0.40970495309156585,5
-4.492278982877184,-2.644168384998447,13
-0.7735824177368581,-0.08627766658515436,14
-0.3773625090943599,0.9164802036305654,3
-1.1262849122208902,-0.11198890573393265,4
-1.2418122056056424,-0.5126589195021486,10
0.15776447966190585,1.5985248254239082,7
-0.4682400049952663,-0.15122512199700386,3
-0.9132393574425849,0.1706076417160926,19
-0.6184897535912698,-0.06843419959071335,20
0.6193998797221246,1.524494847949195,4
-5.424720120081835,-4.533675084857599,13
-3.3217437931385496,-5.61287917759221,7
-0.6998518684210732,-0.0015700253830896868,16
-0.7890232301698422,-0.5675359632664835,19
-0.18373518294061128,-0.12444927405745919,19
-0.004510868111476959,0.7792556811060686,4
-0.2617340504433694,0.8627040384087441,9
-1.2756723099540004,-0.8879498992357592,8
11.16302571993406,3.859927978322355,13
0.8491973991154561,-2.040105667395591,6
-1.6341704943314033,-0.34724009250444177,18
-1.2449635099253331,0.18530497041889205,3
-2.2580270469980173,-1.918499978019624,1
-0.3400553894522727,0.802262827965506,14
-2.506121082651607,1.528316255802295,2
-1.0342559141679355,0.14197888059589134,15
-0.9102548441375672,-0.9646507058273365,14
-2.824060335949465,3.0139581711378387,2
-0.4929918708586948,0.24756046544667842,15
5.308850301695942,5.47853095231142,7
-2.686324554628333,3.106945423201775,2
-2.796319198107563,2.270172917212134,2
-3.560181048753098,-3.534252132867951,12
-1.3005420073903193,-0.07771183795631846,9
-0.7120323251271726,0.464319205276159,15
-1.1213799552318466,-0.08916757718217579,4
-1.6878786715764424,-0.7452342160654799,15
-0.8285673018499525,0.9367139665884967,3
-1.0231546018816586,-0.17706789197828135,11
-0.9989061470080832,0.17287019871685314,11
-1.5243890472593662,0.2273772947171578,13
-3.073444814098316,-3.930837356360791,1
-0.9093915762921676,0.41430776601938835,14
-2.409407246793731,-2.961626508043303,1
-2.3349383862673854,2.461235552887746,8
-0.7958236245219249,-0.24230017407040458,16
-1.1042666677612651,-0.057025605850817514,3
-1.7841478141864129,-0.5459036384178112,18
-0.791006306422017,0.7787210014095344,17
-0.8842677579450688,-0.024563203629388044,3
1.1500194084930957,-0.7288920435904609,13
-0.7729332726341271,0.03743474329581282,4
-1.1183254547028376,-0.6367362096111293,12
-1.090852292123191,-0.9816307572169392,7
0.47396089822938753,3.754582457240546,8
-1.043994442927734,0.6352564217485829,15
-0.7619380581843316,0.09731516622073043,14
-0.6386664107054512,0.12448166322938559,9
-1.049233339916131,-0.31834160718522697,8
-1.4646186642136232,0.12991510487145724,15
-1.0366206932347255,0.7353055428378577,11
-0.7539675838313956,-0.05335536211751886,10
-0.7273468006505411,0.4344608304621252,18
-0.6766801320240072,1.006302114768243,13
-5.756016997659433,1.676204733738952,13
2.521175389650388,-1.676988965487177,1
-1.1926300931845213,-0.09958442897904903,16
-0.4605333749687424,0.09309900653896955,11
-0.9139248772690899,0.1899056741364294,17
-0.9197026170147675,-0.043344908147808565,9
-0.7526924266205491,0.3125253121021716,20
-4.687746014386948,-3.842723271073139,18
-0.43864158002378817,0.4203525454086396,13
0.22090658567272486,0.8466304300399409,7
-0.997584700161075,0.7088795771378585,11
-0.6814693742638769,0.5200547366524753,15
-1.1397724831569738,0.08603424223142866,3
-0.548959085363531,-4.69314578675266,8
-2.832577001174362,2.347715146843735,2
-1.1160379994965708,-0.3600387151207344,4
-0.029990332696188584,0.7293905197612258,19
-1.2745385590066614,-0.5349795668382031,19
-1.1310287977282507,-0.3609721118745534,3
-1.5015409584065469,-0.3657051646264857,19
-1.2227845212781656,-1.034240731977063,7
-2.981304981808214,-2.6346820353767963,1
-0.5747416135670368,0.20003143968740492,5
-0.9354596689309453,0.30560138257599184,16
-0.6498735981295726,0.8912604523624523,9
-0.4499889254763375,0.6405599760827382,11
-1.249645363651953,-0.8996300399150275,14
-0.7200995899385234,0.1300454586790418,20
-1.0327698135810122,-0.1674832811923348,17
-1.5268289304530578,0.18093134110251222,8
-0.6338333851181096,0.3650217749983816,16
-1.5588903849526183,-1.7337614882071397,1
0.16883364239656276,0.5593969395910485,20
-2.294690341706047,3.1821973249375106,2
-3.064321229549036,-4.004323344326233,12
-2.0007744999932715,3.8063862017368044,2
-3.011872050911432,-1.708139785739972,18
-1.1116236616069506,-0.45591357802333304,4
-1.0361657272160192,-0.6493616616842547,11
-0.7507148697798401,0.25308266670093743,3
-0.6436989644378931,0.4378385864450166,20
-0.5253048749366936,0.5935464242979156,11
-0.37935356970594714,0.5213594800402156,7
-0.6511024568509797,0.19123161978142628,17
0.9997520242476821,-4.377952564997056,8
-1.1119266347210388,0.43880104310122114,14
-0.42393560603823965,0.36787641791936165,19
-0.0011397229310786893,1.5423891161369916,17
-2.1958286682453783,-4.022185372828381,13
-1.5143963619597045,0.39471979212085523,14
-0.9685192597567204,-0.12949620571470796,9
-0.857170452708666,0.06662301286794145,4
-7.766638879725204,-9.335712102826294,12
13.293725628063674,-10.055008249985908,6
-0.21841977784065658,1.3123507671492654,5
-2.6425591620927302,2.9324098245706725,2
-1.4280413206524505,-0.7798766967086462,19
3.670368030617553,1.40430331004576,13
-0.21273126473540518,0.07405687685936117,11
-1.9550350936059662,-2.3685478526586485,12
-0.566643885604384,0.21412454578055293,20
-0.9121788659843845,0.4078448854825891,3
-0.7634144363961257,-0.03132021899922013,3
-0.09925366346949734,0.4882451927544162,7
-0.5110403301024986,0.805254406302338,19
-0.21960664381600703,0.049154957484406334,1
-1.6038922270665021,-1.1718421366049219,15
-0.10663918307271557,4.042483354342858,18
-0.334196108676318,0.60420555005567,20
3.535809556150233,2.7712288786541857,12
15.452820365835429,17.322429324606663,18
-0.9146647454741806,0.560443856247769,3
0.21140264608862366,0.6116655243990086,3
-0.33905725679839377,-0.3711019314427427,6
-0.255039202169753,0.3058082119249764,20
-0.8972399481046268,-0.6297197166144504,10
-0.8885107512704907,-0.5877161087228574,10
1.9467409111190974,-4.365211671681367,1
-2.483124861061813,-3.6529528671794265,1
-1.5105705176598974,0.09293979877867746,17
-0.9419568892436785,-0.22269602181012949,10
-2.2108612045765184,2.200756325570409,2
-3.109218190828625,-1.6739904573636546,18
1.4085425924606578,7.593624828462146,8
-0.3687783505975028,1.2239073200385184,4
-1.4012405348913632,-0.32239698744574297,15
-0.5068282452647533,0.3231490850754667,16
-0.8926676314391339,0.17345805286631014,19
-0.9435723464737951,-0.5772615817577713,11
-4.167321538493455,-3.031729783382826,18
-2.1092283837115855,-2.9207856642725196,12
-0.6471625279209369,0.28079873379273057,4
-0.24932864509109437,0.7754754970508546,10
-0.44870871268615453,-0.7446773123336101,1
-0.49273007584993495,0.3795944713715819,8
-0.3165762510865379,-0.9624659648457634,5
-7.20805019135438,-7.170543999178684,18
-0.2565530802395603,1.0320688249769687,19
-1.0543919717709695,-0.2756072106728564,14
14.65164133758902,-9.106404727052464,6
-4.727060934669346,0.33975780519047105,8
-1.178670090464555,0.8836242686655563,16
-1.30823424982036,-0.553566486784644,11
-1.242090096123435,-1.13510626302811,10
-1.4043080493821696,-0.9506143645600885,16
9.33805623974811,-9.138370963937183,6
14.37504976296133,-10.217903374330483,6
-0.8842359413952188,-0.12035479971153992,4
-0.412144649236988,0.70861390859901,5
-0.5797321585129618,0.26847658591842033,11
0.4873862800561033,2.8745943463441694,12
-0.03299145045746317,1.2597655463486093,9
2.1067170432084326,-4.179071887441278,1
0.08565417137941268,1.2090707750105087,16
-0.4483564375806128,-0.10202900266096718,20
-1.315856692290763,-0.08862672512181011,16
-3.4100434332805856,-4.671322327622776,7
-0.6059757500306012,0.4877135447781568,7
-0.4703096041316758,0.5983162461974117,4
10.175379180921983,10.326034353550055,18
-0.559440755016115,1.09672938237512,4
-0.8725511259252139,0.11296876413981315,16
12.867593168242902,13.406778671853084,12
-0.13027525333049744,0.19818827388618335,4
-1.7867341591050407,-1.1604298724376005,5
-2.436868442871915,3.125612637514144,2
-1.4104750396957908,0.5142107859347725,17
-0.944554985519718,0.2587669503030732,11
1.7636422033487689,-5.120946407022151,1
-2.1579352062159654,1.8191787318176125,8
3.6063547102873104,0.28028879497020415,13
-1.424859239621893,-0.28200328106660727,16
0.1735029583808287,0.278874055110296,5
0.5308421880997479,1.5258140310294928,7
-0.8306383413904697,0.15289401840002823,12
-0.7513676571979178,0.2744804025263979,5
-1.4944406508627976,0.15644138994170553,20
-0.4827232689895921,-0.4233660659643571,1
-0.6248447883572691,0.061783658737619804,9
-0.642722215545323,0.13642458813129676,3
-1.0565134382052532,0.1690641942340884,9
-3.539641071469019,-2.3918081787293084,7
-0.18795634782188617,0.20706049871091192,16
-1.991614419743006,-1.559317122402354,1
0.6331295416959034,1.1023465011985591,1
-2.281348216137547,-0.6565671368656423,8
13.806091878885825,-9.875893286472907,6
1.027750593467062,2.9808026063229813,5
-0.6465548204797068,0.5480802496979654,17
-0.9855910048415649,0.129032619826062,12
-1.573714803929058,-5.830340294635915,1
-0.5090151228937092,1.0533469821857033,20
-3.9474031543827888,-2.2650705568839626,7
-0.38120725235090075,-0.591641068363324,18
-0.2381817237308019,0.908045831172322,16
4.226619163581612,-2.5923138591671533,13
-0.18999586502099688,0.446656848444126,8
-2.3643158713178147,-2.475815506935163,1
2.3070537847948134,-1.7650215178470623,1
-0.118935411056171,1.6586808076911033,20
-2.193393159917225,-1.6096316343439387,18
-3.0222635101062214,-4.260862990997196,18
-1.1248339440738275,0.33529866698697763,17
-0.19011170784272094,1.8685401757820457,12
-0.8404448566130039,0.44919441211521466,4
0.03597489088912399,0.4593988806186937,1
-0.9925410970628296,-0.21665764346014663,15
-2.3103611324191116,0.30551882833672295,8
-0.8544927419532219,-0.4713304431493622,3
-0.9142830934079098,1.200904944989991,19
0.2247573699616904,2.0695652292456863,7
-0.3085422316135094,0.4007572282327604,19
-2.413237719397551,-1.5189674991374669,12
-2.4373963955175735,-1.383842992132299,13
-1.2363906662222006,-0.5717748591060028,10
-2.0628707688544377,-0.7647514212808234,3
-0.975438148081712,0.1727154010830786,1
-0.2462834413674347,0.5888006462793256,17
1.2627640009435865,-1.7778857583113845,1
13.68478439284812,-8.176634756459023,6
-1.4690837317005168,-0.6735364630961501,18
-1.4916878589649534,-1.6293781085479746,17
-0.21685495501146462,0.46287537347967433,17
-0.4146340242804218,0.6908115543262181,10
-0.8358071376206386,0.32548550289739525,4
-1.2122174002334383,0.08281489652735902,4
12.009058865733381,11.828645971785955,18
-4.770268106560459,-5.146049488729117,13
-0.5717896206580241,0.1860153127601244,10
-0.45867068417002943,-0.5225282302193005,15
-0.389930150116219,0.1476868720138624,20
-0.43527992584263714,1.128948808349307,11
-0.5840981926559474,0.8771061456702536,20
-2.149372181682534,-0.01447300793987231,2
-1.892270964928328,2.5538584087838996,2
-0.7040559267024635,0.6226659861085557,17
-0.6934995006020106,0.5827611213866714,9
-0.49013528803747214,0.590650855998582,14
3.7746526844040376,2.786473978409649,12
-0.8352410781398263,0.4344368848597997,11
-4.271867270318065,-2.978542676275503,18
15.52654022582295,-8.589689905315169,6
-4.497111670802361,1.9264321151440533,13
-1.4697469185890106,0.11278864489141902,10
0.31923481764966055,1.4094569020245193,9
-0.8465467207798567,0.28319108062218634,3
-0.16926910865368558,-0.30249863613056427,19
-0.4734667882044473,-0.14540139406551447,4
-0.39032534623446996,-0.8466308916433444,1
0.7293792980866073,0.18878889087346984,1
4.397771756321779,3.910012971184232,7
-1.4712671764451144,-0.5820875204355886,20
-3.651857392478125,-5.288120968387302,1
-1.2699548893707144,-0.4618194721636724,1
-4.466873791566869,-3.382152780687732,8
-3.9006286740352656,-6.256614107775097,7
-5.433926304371015,-4.6820455434108235,12
-0.7875379671951948,-0.3414507254999847,5
-1.126581655990666,-0.22696455639972338,15
14.59977708349871,-7.71774245068049,6
-0.8306383413904697,0.15289401840002823,13
-1.694522475533586,-0.35581603075966545,3
1.9322351101376258,-3.1954189819048193,13
-0.5123387362448769,-0.16069698863617696,11
-1.1774779871816088,0.35560095881472376,7
-0.4559379586547568,-0.03960050668392127,1
0.25574858677535445,1.7387011481494092,8
-4.973816527275408,-3.141495876874445,5
-0.8395330320890051,1.7955070694198243,8
-0.8992068115742095,0.0358836965785906,3
-1.3872323864033798,0.011080903297185902,9
-1.631952073742415,-0.7464256613217941,14
-1.086272719677605,-0.27957560194324027,9
-2.0110506544414952,3.689635236886392,2
-0.9664951508934174,0.36795359554629886,17
-0.9132813591545883,0.07596198391317872,9
-1.3414929541296354,0.8180695688851257,13
-3.497713268804929,-3.0760702340705515,18
-0.05108067265985989,-0.025868680476689068,1
-0.2924852205781601,0.45245837074937817,9
-0.2405389645114093,0.11781711432655714,16
0.4709923386979746,0.38490370483021896,8
-0.956159621203272,-0.15911387902257762,14
-0.8203772095612641,-0.5414800709096677,14
-0.9326069215745116,0.5152121425838053,4
-1.133644734850196,-2.0544799243220258,7
-0.6649465907641656,0.34741220135462947,3
-0.9025418812763967,-0.5644953287449672,20
-0.5256566750316105,0.6977098094673317,4
-0.33279963000679774,1.1913010314342862,5
0.07960802843792003,3.1684255875574387,13
-1.578556386328915,0.06704088259807138,14
-0.8173819825202775,-0.22605422136908102,20
-0.8192703800856465,-0.42559763544672474,8
-0.7964582498552866,-0.2515295593543237,7
0.019586803530339772,1.0354071296236427,3
1.7907270519055993,2.830630756896016,5
-1.4427462263739779,-0.9839690013550763,4
-0.2088571653326079,1.324306012062243,3
7.6915916192290235,-8.637010876431702,6
13.593520936592652,-9.496528440482631,6
-1.0125042539593143,-1.725776329364261,1
-0.5252298068809698,1.307695673520652,16
-1.9683485557434928,3.3753801350296375,2
-5.508579068146372,1.0719118080150916,13
